num polygons
24

19
160.84,113.47
161.91,113.69
164.16,114.44
165.72,115.41
166.64,116.58
167.04,118.04
167.01,120.16
166.60,122.71
165.41,129.58
165.11,133.59
165.06,137.60
165.11,142.59
164.98,147.40
164.42,152.24
163.51,156.65
162.36,160.54
162.04,151.02
161.97,133.13
161.59,123.51

37
178.76,33.40
180.99,34.03
183.30,35.20
186.50,37.52
189.70,40.36
195.53,46.03
198.95,49.56
202.28,53.41
204.64,56.56
206.70,59.80
208.07,62.56
208.52,63.76
208.80,64.79
208.88,65.66
208.82,66.12
208.76,66.26
208.62,66.36
208.14,66.56
207.22,66.71
204.95,66.70
201.92,66.41
197.04,65.77
191.58,65.20
185.67,65.00
179.83,65.33
179.45,62.87
179.53,60.74
180.01,58.72
180.42,57.07
180.62,55.14
180.37,52.99
179.71,50.80
177.12,44.84
176.48,42.61
176.31,40.53
176.69,38.23
177.63,35.74

20
155.47,207.57
155.47,181.73
155.37,181.20
153.82,177.39
152.36,172.97
150.99,168.10
149.63,162.98
148.24,169.73
146.48,179.96
145.37,186.26
144.60,189.22
143.57,191.97
141.83,194.99
139.62,197.50
136.41,199.97
133.07,201.94
130.10,203.52
134.58,204.74
139.31,205.78
147.24,206.98

25
156.63,177.20
155.77,174.79
154.94,172.15
153.16,165.77
151.35,158.97
150.79,157.00
151.47,152.91
152.14,147.84
152.68,142.38
153.07,136.51
153.28,130.21
153.31,122.02
153.08,113.21
153.17,113.20
153.26,113.19
155.78,113.08
158.30,113.16
159.05,122.81
159.44,132.06
159.54,151.10
159.72,158.14
160.26,165.35
159.43,167.25
158.64,169.42
157.60,173.03

21
219.55,154.64
221.46,146.91
219.74,145.52
217.75,144.32
214.92,142.99
211.67,141.61
205.76,139.01
203.55,138.16
201.64,137.66
199.98,137.53
198.37,137.65
196.93,137.72
197.39,138.82
198.13,140.06
200.16,142.49
202.93,144.96
206.04,147.06
209.38,148.82
212.87,150.35
216.10,151.87
218.00,153.10

28
176.11,53.24
176.37,54.37
176.42,55.34
176.24,56.52
175.88,57.91
175.43,59.81
175.22,62.04
175.34,63.94
175.67,65.94
171.44,66.89
167.56,68.07
164.77,69.10
162.24,70.18
159.98,71.27
157.99,72.34
156.54,73.20
156.56,68.81
157.08,66.12
158.14,63.67
158.97,62.56
159.98,61.65
161.19,60.91
162.62,60.33
165.44,59.63
168.56,58.97
171.04,58.21
173.35,56.93
174.95,55.31

48
259.51,221.02
45.00,221.02
45.00,153.89
50.86,154.13
56.43,154.33
61.68,154.50
66.57,154.62
70.62,154.70
74.35,154.74
77.77,154.74
80.90,154.72
82.02,158.79
83.40,162.87
85.86,168.77
88.82,174.54
92.19,180.10
95.92,185.35
98.74,188.82
101.69,192.06
104.77,195.04
107.98,197.77
112.22,200.82
116.71,203.46
121.49,205.73
126.60,207.65
134.55,209.88
143.17,211.50
150.06,212.28
157.10,212.61
164.17,212.42
171.10,211.65
175.73,210.75
180.17,209.55
184.41,208.07
188.40,206.31
192.38,204.16
196.06,201.77
199.43,199.19
202.52,196.43
205.63,193.22
208.45,189.85
211.02,186.28
213.39,182.51
216.76,176.17
219.83,169.19
222.25,162.72
224.36,156.02
259.51,156.02

61
178.27,79.49
177.98,79.47
177.06,79.29
175.79,78.96
173.32,78.32
170.56,77.93
167.74,78.16
165.13,79.13
163.78,80.05
162.64,81.19
161.73,82.52
161.09,84.02
160.74,86.35
161.05,88.70
161.99,91.06
163.15,93.07
163.89,94.37
164.31,95.33
164.40,95.84
164.34,96.28
164.07,96.92
163.55,97.80
162.58,99.24
161.66,101.05
161.29,102.62
161.38,104.32
162.07,106.04
163.25,107.52
165.80,109.36
168.92,110.68
168.43,111.59
167.72,112.33
166.83,112.86
164.98,111.85
162.82,111.13
160.41,110.66
157.83,110.42
155.99,110.38
154.15,110.42
154.39,108.17
154.48,105.65
154.38,101.52
153.96,97.21
153.33,93.85
152.25,90.67
151.37,88.98
151.91,88.49
153.56,86.28
154.86,83.59
155.77,80.92
156.36,78.26
157.87,77.11
160.03,75.78
162.80,74.34
166.13,72.87
171.03,71.16
176.64,69.83
177.28,72.22
177.85,74.56
178.28,76.97
178.38,78.79

19
183.22,203.16
179.53,204.51
175.63,205.63
171.56,206.50
167.32,207.12
163.08,207.48
158.77,207.61
158.77,180.25
159.85,175.15
161.01,170.87
162.41,177.51
164.39,183.71
165.59,186.52
166.93,189.11
168.41,191.48
170.00,193.61
171.92,195.74
173.94,197.58
178.16,200.55

71
145.80,112.10
145.65,112.21
144.26,113.44
143.06,114.82
142.55,115.55
142.08,116.31
140.41,115.42
139.02,114.14
138.00,112.54
139.17,111.91
141.46,110.22
143.12,108.17
143.71,106.79
143.87,105.27
143.56,103.96
142.88,102.84
141.63,101.73
140.29,100.97
138.71,100.17
137.45,99.39
136.56,98.44
136.10,97.30
136.01,95.84
136.28,94.24
137.38,90.61
137.58,88.69
137.37,86.56
136.53,83.91
135.09,81.36
133.77,79.87
132.13,78.75
130.55,78.27
128.95,78.25
126.88,78.79
125.13,79.54
123.74,80.06
122.57,80.28
121.54,80.17
120.52,79.70
119.17,78.45
118.08,76.65
117.53,74.73
117.52,72.84
117.82,71.62
118.38,70.45
119.18,69.32
120.21,68.23
123.26,65.85
126.77,63.43
129.53,61.20
131.93,58.56
133.17,60.53
134.53,63.02
135.62,65.44
137.15,70.13
138.88,77.94
139.86,80.59
141.23,83.04
143.62,85.95
145.99,88.45
147.53,90.38
148.65,92.42
149.43,94.75
149.95,97.42
150.37,101.57
150.48,105.61
150.34,108.60
149.99,110.91
149.46,111.01
148.95,111.12
145.97,112.03

15
86.16,155.10
85.14,150.75
84.42,146.46
84.23,144.88
84.07,143.32
86.14,142.61
87.68,142.45
89.41,142.50
91.81,142.51
94.73,142.25
95.93,142.07
94.91,143.86
93.26,146.43
91.31,148.99
86.94,154.03

65
180.54,29.69
181.04,28.53
181.52,27.31
182.99,22.20
183.46,19.42
183.71,16.48
183.76,15.00
259.51,15.00
259.51,37.59
255.77,37.34
252.35,37.43
249.25,37.85
246.48,38.64
244.04,39.80
242.41,40.97
241.00,42.35
239.83,43.91
238.89,45.64
238.07,47.84
237.52,50.19
237.03,55.25
237.33,70.73
236.94,75.91
236.48,78.22
235.82,80.31
234.76,82.43
233.39,84.22
231.69,85.69
229.64,86.86
227.56,87.62
225.24,88.14
222.72,88.41
220.05,88.44
216.79,88.17
213.50,87.60
210.30,86.75
207.27,85.66
204.87,84.55
202.72,83.31
200.87,81.98
199.35,80.57
198.33,79.33
197.55,78.07
196.70,75.42
196.71,72.80
197.52,69.87
200.09,70.20
203.85,70.64
207.15,70.73
208.85,70.51
210.42,69.95
211.58,69.08
212.42,67.89
212.86,66.26
212.82,64.60
212.06,61.73
210.68,58.74
208.27,54.79
205.48,51.01
202.24,47.24
198.99,43.83
192.66,37.65
189.08,34.45
185.19,31.66
182.91,30.50

25
79.87,149.73
76.77,149.75
73.39,149.73
69.71,149.68
65.72,149.60
61.00,149.47
55.96,149.31
50.61,149.11
45.00,148.89
45.00,115.03
51.45,114.65
57.51,114.63
63.89,115.11
66.77,115.57
69.37,116.19
72.43,117.35
74.76,118.83
76.54,120.90
77.18,122.17
77.68,123.65
78.09,125.58
78.35,127.78
78.60,132.87
78.80,139.35
79.37,146.38

64
172.68,44.74
172.89,46.75
172.94,48.50
172.83,49.99
172.58,51.21
171.92,52.70
170.97,53.71
169.61,54.47
167.77,55.05
165.02,55.62
161.99,56.34
159.34,57.37
156.94,58.95
155.05,61.09
153.73,63.57
152.77,67.03
152.47,70.25
152.51,72.65
152.59,74.69
152.32,78.12
151.75,80.41
150.90,82.69
149.95,84.49
149.03,85.71
148.97,85.77
145.20,81.68
143.73,79.44
142.74,76.87
141.81,72.72
140.68,67.83
138.93,62.99
136.31,57.98
134.06,54.63
134.60,52.98
134.96,51.31
135.13,49.77
135.13,48.29
138.40,47.49
141.30,46.01
143.18,44.45
144.78,42.56
146.10,40.39
147.13,37.98
148.03,34.71
148.51,31.23
148.58,27.61
148.24,23.94
147.31,19.46
145.85,15.00
161.59,15.00
160.87,19.03
160.76,23.05
161.27,26.93
161.79,28.73
162.51,30.40
163.76,32.23
165.45,33.61
167.18,34.26
168.97,34.44
173.97,33.64
173.00,35.98
172.28,38.73
172.12,41.61
172.32,43.19

31
83.88,140.69
83.70,136.82
83.60,133.05
83.58,132.16
83.56,131.28
89.11,130.40
92.80,129.53
96.59,128.17
99.65,126.54
102.55,124.49
105.60,121.89
108.48,119.44
111.21,117.58
114.11,116.33
116.15,115.84
118.43,115.53
118.02,117.04
117.45,118.34
116.66,119.75
114.50,122.81
110.48,127.30
106.15,131.38
103.69,133.48
101.56,135.24
99.53,137.06
97.87,138.96
97.72,139.17
94.07,139.82
91.75,140.02
89.79,140.01
86.23,140.05

58
126.79,202.42
124.80,201.68
120.82,199.94
117.08,197.95
113.55,195.68
110.18,193.12
104.89,188.17
99.95,182.39
96.55,177.63
93.45,172.58
90.72,167.34
88.42,162.02
87.18,158.51
87.89,157.03
88.99,155.48
91.05,153.09
93.32,150.49
95.28,147.90
96.96,145.30
98.23,143.09
99.36,141.21
100.75,139.39
102.53,137.70
104.59,135.97
107.13,133.84
109.72,131.52
112.39,128.91
114.96,126.15
117.25,123.34
118.69,121.24
119.82,119.20
120.59,117.24
120.97,115.35
120.97,115.35
125.79,115.14
130.97,114.64
133.37,114.16
135.69,113.49
137.02,115.64
138.85,117.38
141.06,118.60
140.40,121.10
140.09,123.79
140.14,127.49
140.63,131.34
142.43,139.11
143.94,144.13
145.47,148.88
148.14,157.56
146.53,165.60
144.46,176.69
143.39,183.36
142.76,186.45
141.96,189.25
140.39,192.63
138.27,195.33
135.19,197.78
131.74,199.81

101
83.34,127.27
82.91,124.12
82.13,121.14
80.63,118.04
78.44,115.41
76.88,114.16
75.15,113.12
71.27,111.54
68.45,110.81
65.46,110.27
59.09,109.69
52.25,109.62
45.00,110.01
45.00,15.00
112.84,15.00
113.01,17.84
113.04,20.73
112.93,23.39
112.33,28.10
110.86,34.97
110.64,37.61
110.99,40.33
111.51,41.81
112.28,43.22
113.28,44.54
114.50,45.72
117.20,47.37
120.32,48.22
123.12,48.23
125.74,47.76
128.00,47.14
129.68,46.71
130.29,46.66
130.57,46.69
130.64,46.72
130.71,46.81
130.91,47.26
131.10,48.09
131.12,49.70
130.83,51.57
130.09,53.80
128.94,55.86
126.74,58.33
123.87,60.58
120.75,62.71
117.61,65.19
115.47,67.59
113.99,70.47
113.48,73.05
113.64,75.71
113.84,76.59
114.57,78.61
115.64,80.44
117.01,82.01
118.64,83.23
120.67,84.06
122.79,84.27
124.88,83.90
126.68,83.23
128.14,82.61
129.23,82.25
129.84,82.20
130.33,82.33
130.92,82.70
131.60,83.38
132.50,84.77
133.19,86.38
133.51,87.66
133.59,88.74
133.43,89.90
133.04,91.21
132.51,92.86
132.09,94.85
132.05,97.21
132.67,99.62
133.70,101.27
135.07,102.60
136.91,103.75
138.54,104.57
139.37,105.05
139.80,105.39
139.88,105.49
139.88,105.53
139.85,105.72
139.68,106.13
138.90,107.11
137.56,108.20
135.43,109.31
132.83,110.18
128.92,110.87
124.78,111.19
119.69,111.42
114.88,112.01
111.55,113.00
108.51,114.53
104.73,117.34
101.30,120.34
98.64,122.42
95.93,124.06
92.39,125.48
88.74,126.39

33
133.90,44.40
133.55,43.98
132.51,43.20
131.30,42.76
129.68,42.68
128.15,42.95
123.64,44.13
121.11,44.27
118.84,43.73
116.86,42.47
115.47,40.78
114.92,39.53
114.66,38.20
114.67,36.76
114.89,35.14
115.71,31.44
116.57,26.92
116.87,24.27
117.02,21.40
117.02,18.31
116.85,15.00
141.53,15.00
142.71,18.06
143.61,21.12
144.23,24.15
144.55,27.14
144.58,29.93
144.33,32.62
143.82,35.14
143.06,37.43
141.45,40.35
139.36,42.48
136.90,43.79

21
225.67,151.02
259.51,151.02
259.51,112.96
256.01,113.03
252.77,112.95
248.53,112.59
244.90,112.18
242.54,112.06
240.41,112.32
238.59,112.94
236.65,114.05
235.14,115.21
233.65,116.61
231.03,119.87
229.70,122.21
228.81,124.54
228.22,127.66
228.02,131.17
227.90,135.43
227.54,140.42
226.81,145.53

36
223.04,130.36
223.00,132.24
222.95,134.18
222.73,138.19
222.21,142.67
221.99,144.08
219.38,142.36
216.40,140.91
213.14,139.52
207.49,137.03
204.72,135.92
202.08,135.20
200.25,135.04
198.64,135.11
197.15,135.22
